matrix,mode,threads,schedule,chunk,time_ms,format
matrix_mkt/494_bus.mtx,PARALLEL (CSB),16.0,auto,50.0,0.066,CSB
matrix_mkt/494_bus.mtx,PARALLEL (CSB),16.0,auto,100.0,0.08,CSB
matrix_mkt/494_bus.mtx,PARALLEL (CSB),4.0,auto,0.0,0.045,CSB
matrix_mkt/494_bus.mtx,PARALLEL (CSB),4.0,auto,1.0,0.044,CSB
matrix_mkt/494_bus.mtx,PARALLEL (CSB),4.0,auto,10.0,0.045,CSB
matrix_mkt/494_bus.mtx,PARALLEL (CSB),4.0,auto,50.0,0.042,CSB
matrix_mkt/494_bus.mtx,PARALLEL (CSB),4.0,auto,100.0,0.045,CSB
matrix_mkt/bcspwr06.mtx,PARALLEL (CSB),64.0,static,0.0,2.11,CSB
matrix_mkt/bcspwr06.mtx,PARALLEL (CSB),64.0,static,1.0,4.678,CSB
matrix_mkt/bcspwr06.mtx,PARALLEL (CSB),64.0,static,10.0,7.63,CSB
matrix_mkt/bcspwr06.mtx,PARALLEL (CSB),64.0,static,50.0,3.635,CSB
matrix_mkt/bcspwr06.mtx,PARALLEL (CSB),64.0,static,100.0,2.151,CSB
matrix_mkt/bcspwr06.mtx,PARALLEL (CSB),32.0,static,0.0,0.116,CSB
matrix_mkt/bcspwr06.mtx,PARALLEL (CSB),32.0,static,1.0,0.131,CSB
matrix_mkt/bcspwr06.mtx,PARALLEL (CSB),32.0,static,10.0,0.127,CSB
matrix_mkt/bcspwr06.mtx,PARALLEL (CSB),32.0,static,50.0,0.119,CSB
matrix_mkt/bcspwr06.mtx,PARALLEL (CSB),32.0,static,100.0,0.111,CSB
matrix_mkt/bcspwr06.mtx,PARALLEL (CSB),16.0,static,0.0,0.068,CSB
matrix_mkt/bcspwr06.mtx,PARALLEL (CSB),16.0,static,1.0,0.074,CSB
matrix_mkt/bcspwr06.mtx,PARALLEL (CSB),16.0,static,10.0,0.074,CSB
matrix_mkt/bcspwr06.mtx,PARALLEL (CSB),16.0,static,50.0,0.078,CSB
matrix_mkt/bcspwr06.mtx,PARALLEL (CSB),16.0,static,100.0,0.078,CSB
matrix_mkt/bcspwr06.mtx,PARALLEL (CSB),4.0,static,0.0,0.086,CSB
matrix_mkt/bcspwr06.mtx,PARALLEL (CSB),4.0,static,1.0,0.065,CSB
matrix_mkt/bcspwr06.mtx,PARALLEL (CSB),4.0,static,10.0,0.068,CSB
matrix_mkt/bcspwr06.mtx,PARALLEL (CSB),4.0,static,50.0,0.065,CSB
matrix_mkt/bcspwr06.mtx,PARALLEL (CSB),4.0,static,100.0,0.072,CSB
matrix_mkt/bcspwr06.mtx,PARALLEL (CSB),64.0,dynamic,0.0,1.608,CSB
matrix_mkt/bcspwr06.mtx,PARALLEL (CSB),64.0,dynamic,1.0,1.117,CSB
matrix_mkt/bcspwr06.mtx,PARALLEL (CSB),64.0,dynamic,10.0,5.168,CSB
matrix_mkt/bcspwr06.mtx,PARALLEL (CSB),64.0,dynamic,50.0,0.925,CSB
matrix_mkt/bcspwr06.mtx,PARALLEL (CSB),64.0,dynamic,100.0,1.608,CSB
matrix_mkt/bcspwr06.mtx,PARALLEL (CSB),32.0,dynamic,0.0,0.114,CSB
matrix_mkt/bcspwr06.mtx,PARALLEL (CSB),32.0,dynamic,1.0,0.114,CSB
matrix_mkt/bcspwr06.mtx,PARALLEL (CSB),32.0,dynamic,10.0,0.115,CSB
matrix_mkt/bcspwr06.mtx,PARALLEL (CSB),32.0,dynamic,50.0,0.116,CSB
matrix_mkt/bcspwr06.mtx,PARALLEL (CSB),32.0,dynamic,100.0,0.117,CSB
matrix_mkt/bcspwr06.mtx,PARALLEL (CSB),16.0,dynamic,0.0,0.084,CSB
matrix_mkt/bcspwr06.mtx,PARALLEL (CSB),16.0,dynamic,1.0,0.077,CSB
matrix_mkt/bcspwr06.mtx,PARALLEL (CSB),16.0,dynamic,10.0,0.078,CSB
matrix_mkt/bcspwr06.mtx,PARALLEL (CSB),16.0,dynamic,50.0,0.075,CSB
matrix_mkt/bcspwr06.mtx,PARALLEL (CSB),16.0,dynamic,100.0,0.082,CSB
matrix_mkt/bcspwr06.mtx,PARALLEL (CSB),4.0,dynamic,0.0,0.065,CSB
matrix_mkt/bcspwr06.mtx,PARALLEL (CSB),4.0,dynamic,1.0,0.068,CSB
matrix_mkt/bcspwr06.mtx,PARALLEL (CSB),4.0,dynamic,10.0,0.095,CSB
matrix_mkt/bcspwr06.mtx,PARALLEL (CSB),4.0,dynamic,50.0,0.081,CSB
matrix_mkt/bcspwr06.mtx,PARALLEL (CSB),4.0,dynamic,100.0,0.074,CSB
matrix_mkt/bcspwr06.mtx,PARALLEL (CSB),64.0,guided,0.0,2.648,CSB
matrix_mkt/bcspwr06.mtx,PARALLEL (CSB),64.0,guided,1.0,1.623,CSB
matrix_mkt/bcspwr06.mtx,PARALLEL (CSB),64.0,guided,10.0,1.113,CSB
matrix_mkt/bcspwr06.mtx,PARALLEL (CSB),64.0,guided,50.0,1.143,CSB
matrix_mkt/bcspwr06.mtx,PARALLEL (CSB),64.0,guided,100.0,2.646,CSB
matrix_mkt/bcspwr06.mtx,PARALLEL (CSB),32.0,guided,0.0,0.124,CSB
matrix_mkt/bcspwr06.mtx,PARALLEL (CSB),32.0,guided,1.0,0.116,CSB
matrix_mkt/bcspwr06.mtx,PARALLEL (CSB),32.0,guided,10.0,0.133,CSB
matrix_mkt/bcspwr06.mtx,PARALLEL (CSB),32.0,guided,50.0,0.12,CSB
matrix_mkt/bcspwr06.mtx,PARALLEL (CSB),32.0,guided,100.0,0.126,CSB
matrix_mkt/bcspwr06.mtx,PARALLEL (CSB),16.0,guided,0.0,0.076,CSB
matrix_mkt/bcspwr06.mtx,PARALLEL (CSB),16.0,guided,1.0,0.086,CSB
matrix_mkt/bcspwr06.mtx,PARALLEL (CSB),16.0,guided,10.0,0.078,CSB
matrix_mkt/bcspwr06.mtx,PARALLEL (CSB),16.0,guided,50.0,0.091,CSB
matrix_mkt/bcspwr06.mtx,PARALLEL (CSB),16.0,guided,100.0,0.079,CSB
matrix_mkt/bcspwr06.mtx,PARALLEL (CSB),4.0,guided,0.0,0.079,CSB
matrix_mkt/bcspwr06.mtx,PARALLEL (CSB),4.0,guided,1.0,0.071,CSB
matrix_mkt/bcspwr06.mtx,PARALLEL (CSB),4.0,guided,10.0,0.073,CSB
matrix_mkt/bcspwr06.mtx,PARALLEL (CSB),4.0,guided,50.0,0.082,CSB
matrix_mkt/bcspwr06.mtx,PARALLEL (CSB),4.0,guided,100.0,0.07,CSB
matrix_mkt/bcspwr06.mtx,PARALLEL (CSB),64.0,auto,0.0,3.13,CSB
matrix_mkt/bcspwr06.mtx,PARALLEL (CSB),64.0,auto,1.0,11.253,CSB
matrix_mkt/bcspwr06.mtx,PARALLEL (CSB),64.0,auto,10.0,20.03,CSB
matrix_mkt/bcspwr06.mtx,PARALLEL (CSB),64.0,auto,50.0,12.342,CSB
matrix_mkt/bcspwr06.mtx,PARALLEL (CSB),64.0,auto,100.0,12.263,CSB
matrix_mkt/bcspwr06.mtx,PARALLEL (CSB),32.0,auto,0.0,0.126,CSB
matrix_mkt/bcspwr06.mtx,PARALLEL (CSB),32.0,auto,1.0,0.122,CSB
matrix_mkt/bcspwr06.mtx,PARALLEL (CSB),32.0,auto,10.0,0.122,CSB
matrix_mkt/bcspwr06.mtx,PARALLEL (CSB),32.0,auto,50.0,0.117,CSB
matrix_mkt/bcspwr06.mtx,PARALLEL (CSB),32.0,auto,100.0,0.115,CSB
matrix_mkt/bcspwr06.mtx,PARALLEL (CSB),16.0,auto,0.0,0.082,CSB
matrix_mkt/bcspwr06.mtx,PARALLEL (CSB),16.0,auto,1.0,0.084,CSB
matrix_mkt/bcspwr06.mtx,PARALLEL (CSB),16.0,auto,10.0,0.078,CSB
matrix_mkt/bcspwr06.mtx,PARALLEL (CSB),16.0,auto,50.0,0.079,CSB
matrix_mkt/bcspwr06.mtx,PARALLEL (CSB),16.0,auto,100.0,0.08,CSB
matrix_mkt/bcspwr06.mtx,PARALLEL (CSB),4.0,auto,0.0,0.064,CSB
matrix_mkt/bcspwr06.mtx,PARALLEL (CSB),4.0,auto,1.0,0.077,CSB
matrix_mkt/bcspwr06.mtx,PARALLEL (CSB),4.0,auto,10.0,0.075,CSB
matrix_mkt/bcspwr06.mtx,PARALLEL (CSB),4.0,auto,50.0,0.069,CSB
matrix_mkt/bcspwr06.mtx,PARALLEL (CSB),4.0,auto,100.0,0.086,CSB
matrix_mkt/bcspwr08.mtx,PARALLEL (CSB),64.0,static,0.0,2.094,CSB
matrix_mkt/bcspwr08.mtx,PARALLEL (CSB),64.0,static,1.0,1.122,CSB
matrix_mkt/bcspwr08.mtx,PARALLEL (CSB),64.0,static,10.0,3.646,CSB
matrix_mkt/bcspwr08.mtx,PARALLEL (CSB),64.0,static,50.0,0.6,CSB
matrix_mkt/bcspwr08.mtx,PARALLEL (CSB),64.0,static,100.0,0.321,CSB
matrix_mkt/bcspwr08.mtx,PARALLEL (CSB),32.0,static,0.0,0.113,CSB
matrix_mkt/bcspwr08.mtx,PARALLEL (CSB),32.0,static,1.0,0.11,CSB
matrix_mkt/bcspwr08.mtx,PARALLEL (CSB),32.0,static,10.0,0.113,CSB
matrix_mkt/bcspwr08.mtx,PARALLEL (CSB),32.0,static,50.0,0.108,CSB
matrix_mkt/bcspwr08.mtx,PARALLEL (CSB),32.0,static,100.0,0.113,CSB
matrix_mkt/bcspwr08.mtx,PARALLEL (CSB),16.0,static,0.0,0.074,CSB
matrix_mkt/bcspwr08.mtx,PARALLEL (CSB),16.0,static,1.0,0.078,CSB
matrix_mkt/bcspwr08.mtx,PARALLEL (CSB),16.0,static,10.0,0.084,CSB
matrix_mkt/bcspwr08.mtx,PARALLEL (CSB),16.0,static,50.0,0.08,CSB
matrix_mkt/bcspwr08.mtx,PARALLEL (CSB),16.0,static,100.0,0.083,CSB
matrix_mkt/bcspwr08.mtx,PARALLEL (CSB),4.0,static,0.0,0.077,CSB
matrix_mkt/bcspwr08.mtx,PARALLEL (CSB),4.0,static,1.0,0.069,CSB
matrix_mkt/bcspwr08.mtx,PARALLEL (CSB),4.0,static,10.0,0.079,CSB
matrix_mkt/bcspwr08.mtx,PARALLEL (CSB),4.0,static,50.0,0.075,CSB
matrix_mkt/bcspwr08.mtx,PARALLEL (CSB),4.0,static,100.0,0.065,CSB
matrix_mkt/bcspwr08.mtx,PARALLEL (CSB),64.0,dynamic,0.0,6.146,CSB
matrix_mkt/bcspwr08.mtx,PARALLEL (CSB),64.0,dynamic,1.0,4.138,CSB
matrix_mkt/bcspwr08.mtx,PARALLEL (CSB),64.0,dynamic,10.0,0.564,CSB
matrix_mkt/bcspwr08.mtx,PARALLEL (CSB),64.0,dynamic,50.0,0.352,CSB
matrix_mkt/bcspwr08.mtx,PARALLEL (CSB),64.0,dynamic,100.0,3.122,CSB
matrix_mkt/bcspwr08.mtx,PARALLEL (CSB),32.0,dynamic,0.0,0.126,CSB
matrix_mkt/bcspwr08.mtx,PARALLEL (CSB),32.0,dynamic,1.0,0.117,CSB
matrix_mkt/bcspwr08.mtx,PARALLEL (CSB),32.0,dynamic,10.0,0.117,CSB
matrix_mkt/bcspwr08.mtx,PARALLEL (CSB),32.0,dynamic,50.0,0.11,CSB
matrix_mkt/bcspwr08.mtx,PARALLEL (CSB),32.0,dynamic,100.0,0.104,CSB
matrix_mkt/bcspwr08.mtx,PARALLEL (CSB),16.0,dynamic,0.0,0.081,CSB
matrix_mkt/bcspwr08.mtx,PARALLEL (CSB),16.0,dynamic,1.0,0.074,CSB
matrix_mkt/bcspwr08.mtx,PARALLEL (CSB),16.0,dynamic,10.0,0.082,CSB
matrix_mkt/bcspwr08.mtx,PARALLEL (CSB),16.0,dynamic,50.0,0.072,CSB
matrix_mkt/bcspwr08.mtx,PARALLEL (CSB),16.0,dynamic,100.0,0.08,CSB
matrix_mkt/bcspwr08.mtx,PARALLEL (CSB),4.0,dynamic,0.0,0.07,CSB
matrix_mkt/bcspwr08.mtx,PARALLEL (CSB),4.0,dynamic,1.0,0.079,CSB
matrix_mkt/bcspwr08.mtx,PARALLEL (CSB),4.0,dynamic,10.0,0.072,CSB
matrix_mkt/bcspwr08.mtx,PARALLEL (CSB),4.0,dynamic,50.0,0.082,CSB
matrix_mkt/bcspwr08.mtx,PARALLEL (CSB),4.0,dynamic,100.0,0.069,CSB
matrix_mkt/bcspwr08.mtx,PARALLEL (CSB),64.0,guided,0.0,0.747,CSB
matrix_mkt/bcspwr08.mtx,PARALLEL (CSB),64.0,guided,1.0,0.43,CSB
matrix_mkt/bcspwr08.mtx,PARALLEL (CSB),64.0,guided,10.0,6.671,CSB
matrix_mkt/bcspwr08.mtx,PARALLEL (CSB),64.0,guided,50.0,0.37,CSB
matrix_mkt/bcspwr08.mtx,PARALLEL (CSB),64.0,guided,100.0,2.381,CSB
matrix_mkt/bcspwr08.mtx,PARALLEL (CSB),32.0,guided,0.0,0.14,CSB
matrix_mkt/bcspwr08.mtx,PARALLEL (CSB),32.0,guided,1.0,0.127,CSB
matrix_mkt/bcspwr08.mtx,PARALLEL (CSB),32.0,guided,10.0,0.11,CSB
matrix_mkt/bcspwr08.mtx,PARALLEL (CSB),32.0,guided,50.0,0.098,CSB
matrix_mkt/bcspwr08.mtx,PARALLEL (CSB),32.0,guided,100.0,0.104,CSB
matrix_mkt/bcspwr08.mtx,PARALLEL (CSB),16.0,guided,0.0,0.073,CSB
matrix_mkt/bcspwr08.mtx,PARALLEL (CSB),16.0,guided,1.0,0.074,CSB
matrix_mkt/bcspwr08.mtx,PARALLEL (CSB),16.0,guided,10.0,0.076,CSB
matrix_mkt/bcspwr08.mtx,PARALLEL (CSB),16.0,guided,50.0,0.088,CSB
matrix_mkt/bcspwr08.mtx,PARALLEL (CSB),16.0,guided,100.0,0.074,CSB
matrix_mkt/bcspwr08.mtx,PARALLEL (CSB),4.0,guided,0.0,0.07,CSB
matrix_mkt/bcspwr08.mtx,PARALLEL (CSB),4.0,guided,1.0,0.083,CSB
matrix_mkt/bcspwr08.mtx,PARALLEL (CSB),4.0,guided,10.0,0.066,CSB
matrix_mkt/bcspwr08.mtx,PARALLEL (CSB),4.0,guided,50.0,0.082,CSB
matrix_mkt/bcspwr08.mtx,PARALLEL (CSB),4.0,guided,100.0,0.07,CSB
matrix_mkt/bcspwr08.mtx,PARALLEL (CSB),64.0,auto,0.0,4.146,CSB
matrix_mkt/bcspwr08.mtx,PARALLEL (CSB),64.0,auto,1.0,5.076,CSB
matrix_mkt/bcspwr08.mtx,PARALLEL (CSB),64.0,auto,10.0,0.497,CSB
matrix_mkt/bcspwr08.mtx,PARALLEL (CSB),64.0,auto,50.0,0.276,CSB
matrix_mkt/bcspwr08.mtx,PARALLEL (CSB),64.0,auto,100.0,1.107,CSB
matrix_mkt/bcspwr08.mtx,PARALLEL (CSB),32.0,auto,0.0,0.124,CSB
matrix_mkt/bcspwr08.mtx,PARALLEL (CSB),32.0,auto,1.0,0.108,CSB
matrix_mkt/bcspwr08.mtx,PARALLEL (CSB),32.0,auto,10.0,0.112,CSB
matrix_mkt/bcspwr08.mtx,PARALLEL (CSB),32.0,auto,50.0,0.108,CSB
matrix_mkt/bcspwr08.mtx,PARALLEL (CSB),32.0,auto,100.0,0.113,CSB
matrix_mkt/bcspwr08.mtx,PARALLEL (CSB),16.0,auto,0.0,0.07,CSB
matrix_mkt/bcspwr08.mtx,PARALLEL (CSB),16.0,auto,1.0,0.076,CSB
matrix_mkt/bcspwr08.mtx,PARALLEL (CSB),16.0,auto,10.0,0.082,CSB
matrix_mkt/bcspwr08.mtx,PARALLEL (CSB),16.0,auto,50.0,0.072,CSB
matrix_mkt/bcspwr08.mtx,PARALLEL (CSB),16.0,auto,100.0,0.079,CSB
matrix_mkt/bcspwr08.mtx,PARALLEL (CSB),4.0,auto,0.0,0.072,CSB
matrix_mkt/bcspwr08.mtx,PARALLEL (CSB),4.0,auto,1.0,0.075,CSB
matrix_mkt/bcspwr08.mtx,PARALLEL (CSB),4.0,auto,10.0,0.068,CSB
matrix_mkt/bcspwr08.mtx,PARALLEL (CSB),4.0,auto,50.0,0.069,CSB
matrix_mkt/bcspwr08.mtx,PARALLEL (CSB),4.0,auto,100.0,0.068,CSB
matrix_mkt/bcspwr10.mtx,PARALLEL (CSB),64.0,static,0.0,1.133,CSB
matrix_mkt/bcspwr10.mtx,PARALLEL (CSB),64.0,static,1.0,0.521,CSB
matrix_mkt/bcspwr10.mtx,PARALLEL (CSB),64.0,static,10.0,0.34,CSB
matrix_mkt/bcspwr10.mtx,PARALLEL (CSB),64.0,static,50.0,1.139,CSB
matrix_mkt/bcspwr10.mtx,PARALLEL (CSB),64.0,static,100.0,2.658,CSB
matrix_mkt/bcspwr10.mtx,PARALLEL (CSB),32.0,static,0.0,0.169,CSB
matrix_mkt/bcspwr10.mtx,PARALLEL (CSB),32.0,static,1.0,0.174,CSB
matrix_mkt/bcspwr10.mtx,PARALLEL (CSB),32.0,static,10.0,0.149,CSB
matrix_mkt/bcspwr10.mtx,PARALLEL (CSB),32.0,static,50.0,0.162,CSB
matrix_mkt/bcspwr10.mtx,PARALLEL (CSB),32.0,static,100.0,0.149,CSB
matrix_mkt/bcspwr10.mtx,PARALLEL (CSB),16.0,static,0.0,0.143,CSB
matrix_mkt/bcspwr10.mtx,PARALLEL (CSB),16.0,static,1.0,0.119,CSB
matrix_mkt/bcspwr10.mtx,PARALLEL (CSB),16.0,static,10.0,0.118,CSB
matrix_mkt/bcspwr10.mtx,PARALLEL (CSB),16.0,static,50.0,0.13,CSB
matrix_mkt/bcspwr10.mtx,PARALLEL (CSB),16.0,static,100.0,0.131,CSB
matrix_mkt/bcspwr10.mtx,PARALLEL (CSB),4.0,static,0.0,0.164,CSB
matrix_mkt/bcspwr10.mtx,PARALLEL (CSB),4.0,static,1.0,0.159,CSB
matrix_mkt/bcspwr10.mtx,PARALLEL (CSB),4.0,static,10.0,0.176,CSB
matrix_mkt/bcspwr10.mtx,PARALLEL (CSB),4.0,static,50.0,0.158,CSB
matrix_mkt/bcspwr10.mtx,PARALLEL (CSB),4.0,static,100.0,0.165,CSB
matrix_mkt/bcspwr10.mtx,PARALLEL (CSB),64.0,dynamic,0.0,0.63,CSB
matrix_mkt/bcspwr10.mtx,PARALLEL (CSB),64.0,dynamic,1.0,1.649,CSB
matrix_mkt/bcspwr10.mtx,PARALLEL (CSB),64.0,dynamic,10.0,1.165,CSB
matrix_mkt/bcspwr10.mtx,PARALLEL (CSB),64.0,dynamic,50.0,1.131,CSB
matrix_mkt/bcspwr10.mtx,PARALLEL (CSB),64.0,dynamic,100.0,0.442,CSB
matrix_mkt/bcspwr10.mtx,PARALLEL (CSB),32.0,dynamic,0.0,0.157,CSB
matrix_mkt/bcspwr10.mtx,PARALLEL (CSB),32.0,dynamic,1.0,0.162,CSB
matrix_mkt/bcspwr10.mtx,PARALLEL (CSB),32.0,dynamic,10.0,0.169,CSB
matrix_mkt/bcspwr10.mtx,PARALLEL (CSB),32.0,dynamic,50.0,0.171,CSB
matrix_mkt/bcspwr10.mtx,PARALLEL (CSB),32.0,dynamic,100.0,0.153,CSB
matrix_mkt/bcspwr10.mtx,PARALLEL (CSB),16.0,dynamic,0.0,0.15,CSB
matrix_mkt/bcspwr10.mtx,PARALLEL (CSB),16.0,dynamic,1.0,0.136,CSB
matrix_mkt/bcspwr10.mtx,PARALLEL (CSB),16.0,dynamic,10.0,0.127,CSB
matrix_mkt/bcspwr10.mtx,PARALLEL (CSB),16.0,dynamic,50.0,0.139,CSB
matrix_mkt/bcspwr10.mtx,PARALLEL (CSB),16.0,dynamic,100.0,0.121,CSB
matrix_mkt/bcspwr10.mtx,PARALLEL (CSB),4.0,dynamic,0.0,0.172,CSB
matrix_mkt/bcspwr10.mtx,PARALLEL (CSB),4.0,dynamic,1.0,0.154,CSB
matrix_mkt/bcspwr10.mtx,PARALLEL (CSB),4.0,dynamic,10.0,0.164,CSB
matrix_mkt/bcspwr10.mtx,PARALLEL (CSB),4.0,dynamic,50.0,0.158,CSB
matrix_mkt/bcspwr10.mtx,PARALLEL (CSB),4.0,dynamic,100.0,0.181,CSB
matrix_mkt/bcspwr10.mtx,PARALLEL (CSB),64.0,guided,0.0,1.129,CSB
matrix_mkt/bcspwr10.mtx,PARALLEL (CSB),64.0,guided,1.0,1.633,CSB
matrix_mkt/bcspwr10.mtx,PARALLEL (CSB),64.0,guided,10.0,1.128,CSB
matrix_mkt/bcspwr10.mtx,PARALLEL (CSB),64.0,guided,50.0,6.691,CSB
matrix_mkt/bcspwr10.mtx,PARALLEL (CSB),64.0,guided,100.0,3.678,CSB
matrix_mkt/bcspwr10.mtx,PARALLEL (CSB),32.0,guided,0.0,0.162,CSB
matrix_mkt/bcspwr10.mtx,PARALLEL (CSB),32.0,guided,1.0,0.146,CSB
matrix_mkt/bcspwr10.mtx,PARALLEL (CSB),32.0,guided,10.0,0.163,CSB
matrix_mkt/bcspwr10.mtx,PARALLEL (CSB),32.0,guided,50.0,0.154,CSB
matrix_mkt/bcspwr10.mtx,PARALLEL (CSB),32.0,guided,100.0,0.159,CSB
matrix_mkt/bcspwr10.mtx,PARALLEL (CSB),16.0,guided,0.0,0.115,CSB
matrix_mkt/bcspwr10.mtx,PARALLEL (CSB),16.0,guided,1.0,0.13,CSB
matrix_mkt/bcspwr10.mtx,PARALLEL (CSB),16.0,guided,10.0,0.144,CSB
matrix_mkt/bcspwr10.mtx,PARALLEL (CSB),16.0,guided,50.0,0.141,CSB
matrix_mkt/bcspwr10.mtx,PARALLEL (CSB),16.0,guided,100.0,0.121,CSB
matrix_mkt/bcspwr10.mtx,PARALLEL (CSB),4.0,guided,0.0,0.163,CSB
matrix_mkt/bcspwr10.mtx,PARALLEL (CSB),4.0,guided,1.0,0.188,CSB
matrix_mkt/bcspwr10.mtx,PARALLEL (CSB),4.0,guided,10.0,0.171,CSB
matrix_mkt/bcspwr10.mtx,PARALLEL (CSB),4.0,guided,50.0,0.17,CSB
matrix_mkt/bcspwr10.mtx,PARALLEL (CSB),4.0,guided,100.0,0.161,CSB
matrix_mkt/bcspwr10.mtx,PARALLEL (CSB),64.0,auto,0.0,4.166,CSB
matrix_mkt/bcspwr10.mtx,PARALLEL (CSB),64.0,auto,1.0,4.667,CSB
matrix_mkt/bcspwr10.mtx,PARALLEL (CSB),64.0,auto,10.0,4.157,CSB
matrix_mkt/bcspwr10.mtx,PARALLEL (CSB),64.0,auto,50.0,4.204,CSB
matrix_mkt/bcspwr10.mtx,PARALLEL (CSB),64.0,auto,100.0,2.14,CSB
matrix_mkt/bcspwr10.mtx,PARALLEL (CSB),32.0,auto,0.0,0.152,CSB
matrix_mkt/bcspwr10.mtx,PARALLEL (CSB),32.0,auto,1.0,0.16,CSB
matrix_mkt/bcspwr10.mtx,PARALLEL (CSB),32.0,auto,10.0,0.139,CSB
matrix_mkt/bcspwr10.mtx,PARALLEL (CSB),32.0,auto,50.0,0.149,CSB
matrix_mkt/bcspwr10.mtx,PARALLEL (CSB),32.0,auto,100.0,0.146,CSB
matrix_mkt/bcspwr10.mtx,PARALLEL (CSB),16.0,auto,0.0,0.127,CSB
matrix_mkt/bcspwr10.mtx,PARALLEL (CSB),16.0,auto,1.0,0.142,CSB
matrix_mkt/bcspwr10.mtx,PARALLEL (CSB),16.0,auto,10.0,0.132,CSB
matrix_mkt/bcspwr10.mtx,PARALLEL (CSB),16.0,auto,50.0,0.133,CSB
matrix_mkt/bcspwr10.mtx,PARALLEL (CSB),16.0,auto,100.0,0.122,CSB
matrix_mkt/bcspwr10.mtx,PARALLEL (CSB),4.0,auto,0.0,0.164,CSB
matrix_mkt/bcspwr10.mtx,PARALLEL (CSB),4.0,auto,1.0,0.165,CSB
matrix_mkt/bcspwr10.mtx,PARALLEL (CSB),4.0,auto,10.0,0.164,CSB
matrix_mkt/bcspwr10.mtx,PARALLEL (CSB),4.0,auto,50.0,0.178,CSB
matrix_mkt/bcspwr10.mtx,PARALLEL (CSB),4.0,auto,100.0,0.156,CSB
